1	0
2	0
3	0
4	0
5	0
6	0
7	1
8	0
9	1
10	3
11	1
12	0
13	0
14	0
15	2
16	3
17	4
18	1
19	2
20	3
21	2
22	3
23	16
24	23
25	26
26	23
27	10
28	28
29	35
30	31
31	64
32	36
33	22
34	17
35	46
36	63
37	46
38	71
39	65
40	62
41	39
42	82
43	58
44	70
45	85
46	99
47	64
48	59
49	140
50	144
51	139
52	150
53	174
54	128
55	123
56	293
57	265
58	256
59	270
60	356
61	213
62	216
63	506
64	486
65	465
66	418
67	570
68	311
69	284
70	547
71	614
72	651
73	608
74	406
75	381
76	346
77	792
78	647
79	742
80	781
81	857
82	451
83	418
84	880
85	881
86	928
87	850
88	1009
89	639
90	417
91	1133
92	1080
93	1093
94	1017
95	971
96	522
97	402
98	1093
99	953
100	1020
101	863
102	978
103	570
104	446
105	1116
106	947
107	1015
108	953
109	978
110	557
111	411
112	1056
113	1017
114	970
115	896
116	937
117	426
118	359
119	942
120	1002
121	972
122	956
123	897
124	466
125	298
126	900
127	901
128	832
129	855
130	936
131	382
132	341
133	983
134	939
135	1023
136	885
137	952
138	393
139	251
140	1004
141	961
142	962
143	757
144	882
145	426
146	272
147	1083
148	937
149	1231
150	1150
151	1195
152	673
153	276
154	1163
155	1172
156	1216
157	1126
158	1080
159	568
160	270
161	1074
162	1079
163	1091
164	1064
165	947
166	553
167	275
168	880
169	1045
170	1029
171	930
172	1007
173	481
174	202
175	904
176	1049
177	1041
178	1017
179	1048
180	484
181	198
182	1018
183	1198
184	1145
185	980
186	1096
187	518
188	288
189	1105
190	1094
191	1462
192	1279
193	1307
194	748
195	265
196	1073
197	1455
198	1499
199	1380
200	1259
201	673
202	261
203	1007
204	1395
205	1338
206	1238
207	1213
208	749
209	242
210	1005
211	798
212	237
213	1305
214	1176
215	665
216	271
217	1000
218	1271
219	1232
220	1184
221	1169
222	764
223	316
224	1143
225	1239
226	1228
227	1190
228	1066
229	558
230	242
231	1046
232	1232
233	1246
234	1202
235	1209
236	556
237	308
238	1259
239	1381
240	1229
241	1350
242	1527
243	680
244	338
245	1876
246	1991
247	1753
248	1783
249	1893
250	789
251	325
252	1987
253	1925
254	1951
255	1708
256	1544
257	702
258	311
259	668
260	2168
261	2002
262	1964
263	1772
264	832
265	356
266	2419
267	2340
268	2143
269	2032
270	2031
271	932
272	439
273	454
274	2519
275	2170
276	1999
277	2154
278	1245
279	472
280	2875
281	2994
282	2766
283	2843
284	3116
285	1669
286	603
287	3780
288	4072
289	4392
290	4449
291	4623
292	2801
293	780
294	5344
295	5080
296	5064
297	5305
298	5167
299	2881
300	704
301	5411
302	5452
303	5177
304	5165
305	5590
306	2948
307	820
308	5539
309	5367
310	5187
311	4499
312	614
313	1957
314	1046
315	6085
316	6181
317	5605
318	4924
319	702
320	1886
321	1103
322	6759
323	6712
324	6631
325	6783
326	6698
327	3921
328	1311
329	7363
330	6898
331	6810
332	6592
333	6297
334	3747
335	1091
336	6611
337	6446
338	5742
339	5518
340	5544
341	3089
342	1074
343	5821
344	5848
345	5047
346	4633
347	4259
348	2385
349	795
350	1129
351	4509
352	3905
353	3671
354	3528
355	1924
356	549
357	3964
358	3110
359	2979
360	2663
361	2958
362	1725
363	512
364	2978
365	2799
366	2498
367	2426
368	2421
369	1357
370	478
371	3060
372	2751
373	2433
374	2426
375	2546
376	1524
377	530
378	2989
379	2616
380	2481
381	2319
382	2223
383	1273
384	493
385	2476
386	2095
387	1780
388	1868
389	1899
390	1047
391	453
392	546
393	2394
394	1951
395	1837
396	1610
397	958
398	350
399	1974
400	1822
401	1529
402	1529
403	1383
404	911
405	329
406	1658
407	1544
408	1416
409	589
410	444
411	332
412	288
413	1633
414	1420
415	1362
416	1248
417	1288
418	818
419	234
420	1441
421	1286
422	1180
423	1188
424	992
425	599
426	219
427	1192
428	1072
429	1080
430	890
431	864
432	563
433	170
434	1001
435	973
436	878
437	779
438	744
439	222
440	187
441	791
442	616
443	675
444	598
445	618
446	379
447	90
448	354
449	682
450	614
451	505
452	605
453	306
454	108
455	603
456	611
457	527
458	549
459	583
460	300
461	120
462	626
463	665
464	655
465	544
466	641
467	282
468	112
469	635
470	674
471	682
472	595
473	635
474	310
475	106
476	838
477	885
478	888
479	777
480	786
481	437
482	148
483	955
484	957
485	993
486	1052
487	1078
488	608
489	217
490	1324
491	1482
492	1498
493	1569
494	1519
495	969
496	379
497	1936
498	1910
499	1920
500	2215
501	2277
502	1363
503	537
504	3014
505	3122
506	3444
507	3485
508	3250
509	1994
510	856
511	4180
512	4598
513	4418
514	4050
515	4064
516	2327
517	888
518	5198
519	5074
520	4921
521	5181
522	4468
523	2800
524	1262
525	5552
526	5275
527	4992
528	5285
529	4560
530	2388
531	1135
532	5128
533	4968
534	4521
535	4642
536	4204
537	2489
538	1159
539	4691
540	4917
541	4331
542	4069
543	3741
544	1732
545	746
546	3466
547	2970
548	2227
549	4
