1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	1
25	2
26	0
27	0
28	0
29	0
30	0
31	1
32	1
33	1
34	1
35	2
36	1
37	3
38	3
39	1
40	1
41	2
42	2
43	6
44	1
45	0
46	3
47	3
48	2
49	5
50	0
51	5
52	1
53	3
54	2
55	2
56	5
57	4
58	7
59	5
60	8
61	6
62	3
63	6
64	5
65	9
66	8
67	17
68	8
69	12
70	10
71	18
72	12
73	12
74	15
75	11
76	15
77	24
78	34
79	26
80	25
81	23
82	15
83	29
84	57
85	66
86	69
87	66
88	80
89	66
90	17
91	121
92	77
93	79
94	102
95	84
96	85
97	39
98	107
99	83
100	92
101	126
102	121
103	117
104	49
105	155
106	164
107	149
108	196
109	185
110	160
111	56
112	184
113	160
114	177
115	156
116	156
117	158
118	74
119	197
120	159
121	194
122	180
123	179
124	142
125	57
126	212
127	191
128	172
129	192
130	188
131	140
132	80
133	197
134	183
135	227
136	219
137	211
138	172
139	61
140	265
141	240
142	207
143	171
144	205
145	123
146	67
147	179
148	210
149	159
150	186
151	180
152	119
153	71
154	201
155	178
156	179
157	160
158	169
159	123
160	58
161	175
162	151
163	170
164	140
165	147
166	80
167	38
168	144
169	175
170	145
171	115
172	100
173	104
174	29
175	131
176	111
177	124
178	135
179	122
180	94
181	34
182	123
183	137
184	94
185	94
186	109
187	82
188	29
189	153
190	101
191	101
192	125
193	71
194	76
195	23
196	103
197	126
198	90
199	127
200	97
201	102
202	26
203	136
204	133
205	151
206	124
207	82
208	166
209	35
210	135
211	147
212	123
213	158
214	89
215	116
216	32
217	169
218	153
219	142
220	97
221	111
222	110
223	44
224	184
225	161
226	115
227	132
228	107
229	105
230	60
231	131
232	156
233	148
234	125
235	132
236	135
237	57
238	124
239	149
240	138
241	113
242	131
243	77
244	38
245	127
246	112
247	133
248	112
249	102
250	94
251	65
252	113
253	141
254	82
255	102
256	97
257	56
258	33
259	49
260	149
261	117
262	89
263	106
264	73
265	29
266	158
267	141
268	122
269	119
270	105
271	77
272	75
273	76
274	125
275	111
276	101
277	74
278	69
279	52
280	118
281	108
282	106
283	96
284	74
285	80
286	30
287	164
288	136
289	156
290	145
291	130
292	90
293	54
294	164
295	129
296	150
297	124
298	190
299	113
300	34
301	185
302	168
303	171
304	184
305	165
306	144
307	73
308	230
309	203
310	251
311	174
312	57
313	197
314	83
315	279
316	250
317	262
318	182
319	54
320	244
321	109
322	348
323	342
324	344
325	331
326	322
327	245
328	120
329	393
330	264
331	295
332	252
333	297
334	191
335	97
336	276
337	357
338	260
339	248
340	230
341	137
342	109
343	272
344	273
345	251
346	227
347	174
348	139
349	82
350	138
351	219
352	217
353	202
354	205
355	143
356	63
357	231
358	176
359	216
360	162
361	172
362	114
363	56
364	189
365	176
366	166
367	147
368	140
369	109
370	60
371	218
372	159
373	223
374	158
375	206
376	107
377	53
378	239
379	205
380	149
381	150
382	120
383	91
384	64
385	158
386	182
387	150
388	149
389	96
390	51
391	43
392	86
393	112
394	105
395	119
396	157
397	79
398	36
399	95
400	116
401	91
402	113
403	76
404	64
405	35
406	117
407	86
408	85
409	64
410	37
411	58
412	34
413	99
414	90
415	72
416	66
417	52
418	38
419	18
420	98
421	72
422	67
423	67
424	52
425	39
426	20
427	69
428	40
429	50
430	59
431	56
432	30
433	24
434	77
435	50
436	67
437	43
438	59
439	31
440	16
441	51
442	35
443	84
444	57
445	53
446	39
447	16
448	32
449	47
450	43
451	26
452	27
453	25
454	10
455	40
456	41
457	41
458	29
459	22
460	16
461	14
462	43
463	42
464	50
465	23
466	35
467	23
468	12
469	28
470	23
471	19
472	31
473	24
474	15
475	18
476	56
477	44
478	29
479	39
480	23
481	25
482	13
483	63
484	27
485	40
486	43
487	37
488	51
489	16
490	33
491	60
492	92
493	84
494	95
495	51
496	36
497	124
498	104
499	110
500	122
501	151
502	75
503	82
504	183
505	183
506	167
507	172
508	183
509	150
510	123
511	264
512	277
513	295
514	259
515	328
516	226
517	173
518	446
519	383
520	376
521	382
522	372
523	191
524	170
525	442
526	421
527	388
528	401
529	344
530	150
531	181
532	419
533	383
534	350
535	407
536	327
537	182
538	167
539	457
540	361
541	337
542	338
543	326
544	177
545	124
546	373
547	273
548	215
549	1
