1	0
2	1
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	1
11	1
12	1
13	0
14	2
15	2
16	2
17	1
18	0
19	0
20	2
21	1
22	5
23	3
24	4
25	11
26	4
27	10
28	7
29	9
30	5
31	25
32	26
33	12
34	16
35	24
36	46
37	36
38	47
39	56
40	39
41	27
42	59
43	39
44	70
45	57
46	67
47	45
48	56
49	110
50	85
51	106
52	88
53	108
54	90
55	93
56	184
57	191
58	214
59	217
60	183
61	178
62	183
63	294
64	306
65	283
66	309
67	359
68	246
69	267
70	433
71	413
72	391
73	344
74	347
75	291
76	314
77	548
78	423
79	405
80	511
81	493
82	332
83	326
84	687
85	655
86	663
87	620
88	761
89	422
90	373
91	789
92	647
93	739
94	728
95	789
96	391
97	430
98	880
99	746
100	823
101	740
102	766
103	455
104	393
105	918
106	869
107	994
108	851
109	874
110	467
111	481
112	1119
113	962
114	967
115	775
116	792
117	420
118	436
119	941
120	878
121	807
122	785
123	782
124	430
125	317
126	791
127	654
128	719
129	619
130	730
131	333
132	318
133	868
134	653
135	852
136	692
137	709
138	370
139	289
140	742
141	643
142	674
143	514
144	716
145	285
146	257
147	763
148	647
149	776
150	650
151	685
152	334
153	310
154	849
155	848
156	790
157	625
158	654
159	306
160	224
161	757
162	651
163	699
164	639
165	617
166	319
167	240
168	756
169	681
170	719
171	583
172	621
173	278
174	220
175	742
176	582
177	637
178	618
179	565
180	285
181	179
182	676
183	635
184	506
185	524
186	617
187	249
188	217
189	636
190	646
191	542
192	635
193	583
194	238
195	172
196	709
197	633
198	667
199	584
200	587
201	258
202	182
203	691
204	676
205	568
206	635
207	583
208	251
209	193
210	671
211	429
212	193
213	684
214	633
215	221
216	221
217	678
218	550
219	620
220	514
221	607
222	224
223	165
224	587
225	538
226	517
227	527
228	427
229	196
230	154
231	431
232	403
233	434
234	389
235	370
236	212
237	153
238	470
239	467
240	421
241	439
242	440
243	218
244	181
245	517
246	552
247	436
248	508
249	510
250	180
251	185
252	558
253	549
254	521
255	535
256	512
257	205
258	183
259	354
260	600
261	521
262	479
263	506
264	264
265	237
266	662
267	686
268	688
269	588
270	553
271	302
272	220
273	279
274	777
275	715
276	610
277	705
278	339
279	268
280	875
281	877
282	845
283	832
284	907
285	454
286	299
287	1003
288	1102
289	1143
290	1180
291	1244
292	628
293	384
294	1584
295	1600
296	1423
297	1411
298	1438
299	827
300	391
301	1718
302	1711
303	1625
304	1521
305	1514
306	693
307	432
308	1685
309	1679
310	1559
311	1394
312	434
313	590
314	500
315	1952
316	1817
317	1690
318	1362
319	471
320	617
321	529
322	1817
323	1908
324	1875
325	1931
326	1863
327	816
328	548
329	2179
330	2062
331	1966
332	1982
333	1814
334	861
335	619
336	1986
337	1920
338	1893
339	1901
340	1775
341	818
342	469
343	1891
344	1700
345	1599
346	1495
347	1373
348	687
349	442
350	405
351	1575
352	1296
353	1172
354	1027
355	517
356	306
357	1261
358	1065
359	998
360	924
361	840
362	416
363	228
364	925
365	968
366	812
367	855
368	774
369	376
370	248
371	983
372	796
373	744
374	698
375	756
376	333
377	261
378	1039
379	799
380	776
381	654
382	707
383	288
384	239
385	821
386	686
387	588
388	558
389	558
390	264
391	154
392	179
393	758
394	576
395	527
396	517
397	212
398	185
399	649
400	555
401	503
402	487
403	420
404	191
405	119
406	582
407	454
408	398
409	167
410	153
411	150
412	128
413	626
414	448
415	378
416	416
417	422
418	204
419	130
420	501
421	425
422	329
423	344
424	297
425	147
426	99
427	347
428	332
429	284
430	254
431	218
432	161
433	87
434	346
435	264
436	236
437	286
438	179
439	85
440	67
441	250
442	234
443	180
444	169
445	167
446	59
447	63
448	108
449	229
450	160
451	152
452	196
453	136
454	73
455	168
456	138
457	135
458	168
459	118
460	132
461	49
462	186
463	147
464	134
465	129
466	137
467	72
468	82
469	168
470	150
471	137
472	129
473	140
474	84
475	59
476	176
477	191
478	194
479	152
480	163
481	132
482	56
483	220
484	198
485	198
486	220
487	221
488	102
489	62
490	334
491	319
492	332
493	330
494	382
495	223
496	86
497	480
498	492
499	483
500	502
501	632
502	264
503	173
504	793
505	843
506	869
507	908
508	1057
509	348
510	228
511	1414
512	1388
513	1343
514	1331
515	1600
516	529
517	341
518	1920
519	1890
520	1920
521	2111
522	1996
523	654
524	526
525	2440
526	2256
527	1949
528	2118
529	1891
530	693
531	506
532	2238
533	2132
534	1955
535	1791
536	1820
537	634
538	493
539	2005
540	1985
541	1666
542	1609
543	1416
544	494
545	332
546	1487
547	1150
548	666
549	23
